,loss,val_loss
0,0.4885038435459137,0.336085706949234
1,0.37059286236763,0.3382170796394348
2,0.35667693614959717,0.3271114230155945
3,0.3500649034976959,0.3257368505001068
4,0.3463958203792572,0.33149072527885437
5,0.3382890820503235,0.3262496590614319
6,0.3421724736690521,0.31979072093963623
7,0.34297046065330505,0.33006247878074646
8,0.33890488743782043,0.3252210319042206
9,0.3319028317928314,0.3194866478443146
10,0.332005113363266,0.32302191853523254
11,0.3247978985309601,0.33010974526405334
12,0.3270871639251709,0.32504138350486755
13,0.32664257287979126,0.3200598657131195
14,0.3219383955001831,0.329698383808136
15,0.3210485875606537,0.31818726658821106
16,0.32386094331741333,0.3217703104019165
17,0.3163406252861023,0.33685019612312317
18,0.31259721517562866,0.3245236575603485
19,0.3163153827190399,0.32863205671310425
20,0.318872332572937,0.3262547552585602
21,0.31001710891723633,0.32047274708747864
